donor_id,age_group,location,donor_since,donor_type
DNR-05558,25-34,GA,2023-10-09,Individual
DNR-05559,25-34,NC,2023-03-06,Individual
DNR-05560,18-24,IL,2023-07-20,Individual
DNR-05561,35-44,OH,2021-11-03,Individual
DNR-05562,55-64,MI,2024-10-22,Individual
DNR-05563,65+,FL,2024-08-16,Individual
DNR-05564,45-54,FL,2025-02-24,Individual
DNR-05565,35-44,GA,2022-02-19,Major Donor
DNR-05566,18-24,NC,2025-12-02,Corporate
DNR-05567,35-44,MI,2025-09-18,Individual
DNR-05568,35-44,TX,2022-11-09,Individual
DNR-05569,45-54,OH,2021-01-22,Corporate
DNR-05570,35-44,MI,2025-04-18,Individual
DNR-05571,25-34,WA,2025-04-18,Corporate
DNR-05572,45-54,TX,2023-07-07,Individual
DNR-05573,45-54,TX,2023-03-25,Individual
DNR-05574,35-44,IL,2024-05-09,Individual
DNR-05575,35-44,PA,2022-01-14,Individual
DNR-05576,65+,MI,2025-06-16,Individual
DNR-05577,25-34,OH,2021-11-11,Individual
DNR-05578,25-34,MI,2022-12-17,Individual
DNR-05579,35-44,CO,2021-10-02,Individual
DNR-05580,35-44,CA,2021-11-19,Individual
DNR-05581,65+,OH,2022-10-23,Corporate
DNR-05582,45-54,PA,2022-03-24,Individual
DNR-05583,45-54,FL,2025-04-01,Individual
DNR-05584,45-54,TX,2023-06-12,Individual
DNR-05585,55-64,CO,2024-08-15,Individual
DNR-05586,65+,NY,2022-08-31,Individual
DNR-05587,35-44,IL,2023-06-03,Individual
DNR-05588,45-54,NC,2024-06-30,Individual
DNR-05589,25-34,CA,2022-11-27,Individual
DNR-05590,55-64,NY,2022-04-02,Individual
DNR-05591,45-54,FL,2021-03-31,Individual
DNR-05592,18-24,WA,2024-12-13,Corporate
DNR-05593,25-34,TX,2021-06-21,Individual
DNR-05594,45-54,NC,2025-05-21,Individual
DNR-05595,25-34,PA,2024-09-19,Corporate
DNR-05596,35-44,OH,2024-01-08,Individual
DNR-05597,35-44,NY,2024-01-03,Individual
DNR-05598,25-34,PA,2021-08-01,Individual
DNR-05599,18-24,IL,2022-06-21,Individual
DNR-05600,55-64,WA,2022-09-18,Individual
DNR-05601,35-44,MI,2021-01-02,Individual
DNR-05602,35-44,WA,2023-10-27,Corporate
DNR-05603,55-64,NC,2023-12-11,Individual
DNR-05604,65+,WA,2022-11-02,Individual
DNR-05605,55-64,CO,2023-04-03,Individual
DNR-05606,25-34,OH,2022-09-29,Individual
DNR-05607,35-44,TX,2025-01-23,Individual
DNR-05608,45-54,OH,2021-08-17,Individual
DNR-05609,18-24,TX,2025-07-15,Individual
DNR-05610,18-24,IL,2021-02-05,Individual
DNR-05611,45-54,CA,2021-12-01,Individual
DNR-05612,65+,MI,2022-07-31,Individual
DNR-05613,55-64,CA,2025-05-02,Corporate
DNR-05614,35-44,OH,2023-08-23,Corporate
DNR-05615,65+,IL,2024-04-19,Individual
DNR-05616,25-34,TX,2024-03-24,Individual
DNR-05617,25-34,NC,2023-11-19,Individual
DNR-05618,55-64,OH,2021-02-10,Individual
DNR-05619,45-54,TX,2023-04-20,Individual
DNR-05620,18-24,FL,2024-12-17,Individual
DNR-05621,35-44,NC,2025-03-12,Individual
DNR-05622,25-34,PA,2023-03-23,Individual
DNR-05623,55-64,IL,2024-07-17,Individual
DNR-05624,55-64,NC,2022-05-16,Corporate
DNR-05625,35-44,CO,2024-12-24,Individual
DNR-05626,55-64,MI,2021-11-28,Corporate
DNR-05627,45-54,MI,2021-12-17,Individual
DNR-05628,35-44,CO,2021-05-08,Individual
DNR-05629,35-44,OH,2023-06-05,Individual
DNR-05630,25-34,NC,2022-05-15,Corporate
DNR-05631,35-44,OH,2022-02-28,Corporate
DNR-05632,65+,FL,2024-10-10,Individual
DNR-05633,65+,CA,2025-07-27,Individual
DNR-05634,25-34,WA,2023-11-02,Individual
DNR-05635,55-64,OH,2024-01-16,Corporate
DNR-05636,25-34,OH,2021-12-29,Individual
DNR-05637,55-64,NY,2024-02-05,Individual
DNR-05638,45-54,TX,2021-06-02,Individual
DNR-05639,45-54,TX,2022-02-16,Corporate
DNR-05640,55-64,CO,2021-07-23,Individual
DNR-05641,25-34,CO,2022-04-04,Individual
DNR-05642,18-24,GA,2024-05-13,Individual
DNR-05643,55-64,CO,2022-10-29,Individual
DNR-05644,55-64,GA,2021-02-10,Individual
DNR-05645,18-24,WA,2023-03-01,Individual
DNR-05646,45-54,NY,2025-01-21,Individual
DNR-05647,45-54,CA,2024-07-24,Corporate
DNR-05648,25-34,CA,2025-10-20,Individual
DNR-05649,45-54,OH,2024-06-26,Individual
DNR-05650,35-44,CA,2021-08-28,Individual
DNR-05651,35-44,NC,2022-12-23,Foundation
DNR-05652,45-54,PA,2024-08-10,Individual
DNR-05653,45-54,NY,2024-09-15,Individual
DNR-05654,25-34,OH,2025-01-06,Individual
DNR-05655,65+,OH,2023-02-11,Individual
DNR-05656,25-34,PA,2023-12-30,Individual
DNR-05657,25-34,GA,2024-03-23,Individual
DNR-05658,35-44,MI,2022-02-23,Individual
DNR-05659,25-34,IL,2021-11-29,Individual
DNR-05660,45-54,GA,2024-10-06,Individual
DNR-05661,25-34,MI,2025-02-20,Individual
DNR-05662,45-54,TX,2021-02-16,Individual
DNR-05663,35-44,IL,2025-04-16,Individual
DNR-05664,45-54,OH,2021-05-09,Individual
DNR-05665,18-24,MI,2023-09-20,Individual
DNR-05666,45-54,IL,2023-07-26,Individual
DNR-05667,45-54,MI,2024-02-20,Individual
DNR-05668,18-24,NC,2022-08-06,Individual
DNR-05669,55-64,IL,2022-02-01,Individual
DNR-05670,25-34,GA,2021-08-19,Individual
DNR-05671,35-44,OH,2023-11-29,Foundation
DNR-05672,55-64,CA,2025-02-10,Individual
DNR-05673,45-54,NY,2023-02-19,Individual
DNR-05674,18-24,MI,2022-06-28,Individual
DNR-05675,35-44,OH,2021-12-08,Individual
DNR-05676,65+,CA,2025-11-29,Individual
DNR-05677,18-24,OH,2025-09-08,Corporate
DNR-05678,18-24,OH,2021-10-13,Foundation
DNR-05679,65+,NY,2022-08-17,Individual
DNR-05680,25-34,IL,2025-09-17,Individual
DNR-05681,55-64,NY,2023-01-05,Individual
DNR-05682,45-54,FL,2024-02-14,Corporate
DNR-05683,18-24,GA,2025-11-27,Individual
DNR-05684,45-54,FL,2022-09-17,Individual
DNR-05685,35-44,CO,2024-06-21,Individual
DNR-05686,35-44,FL,2021-08-06,Individual
DNR-05687,65+,PA,2021-01-30,Individual
DNR-05688,25-34,WA,2021-01-27,Individual
DNR-05689,55-64,OH,2022-12-08,Individual
DNR-05690,55-64,MI,2021-07-28,Individual
DNR-05691,18-24,PA,2022-12-30,Individual
DNR-05692,45-54,MI,2023-03-05,Individual
DNR-05693,65+,WA,2022-01-28,Individual
DNR-05694,35-44,GA,2025-09-26,Corporate
DNR-05695,55-64,CO,2024-03-12,Individual
DNR-05696,45-54,TX,2021-02-09,Individual
DNR-05697,55-64,NY,2023-04-29,Corporate
DNR-05698,25-34,PA,2021-08-20,Individual
DNR-05699,25-34,IL,2024-11-09,Individual
DNR-05700,25-34,MI,2022-09-13,Foundation
DNR-05701,35-44,IL,2024-05-04,Foundation
DNR-05702,35-44,OH,2024-09-24,Individual
DNR-05703,25-34,NY,2025-08-04,Corporate
DNR-05704,55-64,CA,2023-02-13,Individual
DNR-05705,45-54,OH,2022-10-25,Corporate
DNR-05706,35-44,OH,2025-11-22,Individual
DNR-05707,65+,TX,2025-04-23,Individual
DNR-05708,35-44,FL,2021-09-13,Individual
DNR-05709,35-44,NY,2024-07-24,Individual
DNR-05710,35-44,OH,2022-06-14,Individual
DNR-05711,45-54,PA,2022-09-14,Individual
DNR-05712,45-54,PA,2023-02-02,Individual
DNR-05713,55-64,FL,2021-12-16,Individual
DNR-05714,18-24,CA,2023-12-31,Individual
DNR-05715,45-54,FL,2021-10-08,Individual
DNR-05716,55-64,MI,2021-07-28,Individual
DNR-05717,25-34,TX,2021-04-26,Individual
DNR-05718,25-34,CA,2024-09-10,Individual
DNR-05719,25-34,WA,2025-01-08,Individual
DNR-05720,35-44,TX,2021-10-21,Individual
DNR-05721,45-54,NC,2023-05-22,Individual
DNR-05722,35-44,PA,2025-02-07,Individual
DNR-05723,45-54,TX,2024-12-29,Individual
DNR-05724,35-44,WA,2022-01-06,Individual
DNR-05725,45-54,PA,2025-09-20,Individual
DNR-05726,65+,PA,2021-07-27,Individual
DNR-05727,25-34,CA,2023-09-29,Individual
DNR-05728,18-24,WA,2021-04-23,Individual
DNR-05729,45-54,IL,2021-04-07,Individual
DNR-05730,25-34,FL,2023-07-07,Individual
DNR-05731,25-34,TX,2025-04-16,Individual
DNR-05732,35-44,CO,2022-09-02,Individual
DNR-05733,25-34,GA,2025-10-14,Individual
DNR-05734,35-44,MI,2021-09-01,Individual
DNR-05735,35-44,MI,2023-07-30,Individual
DNR-05736,25-34,NC,2022-02-21,Individual
DNR-05737,25-34,NC,2023-12-31,Individual
DNR-05738,55-64,CA,2022-03-22,Individual
DNR-05739,55-64,NC,2024-11-10,Individual
DNR-05740,35-44,NY,2024-05-15,Major Donor
DNR-05741,45-54,TX,2023-11-17,Individual
DNR-05742,18-24,TX,2025-07-22,Corporate
DNR-05743,25-34,IL,2023-09-10,Individual
DNR-05744,25-34,WA,2025-08-22,Individual
DNR-05745,25-34,CO,2021-05-09,Individual
DNR-05746,55-64,FL,2022-09-19,Individual
DNR-05747,35-44,NC,2022-11-02,Individual
DNR-05748,45-54,CA,2021-04-13,Individual
DNR-05749,35-44,IL,2022-12-31,Individual
DNR-05750,35-44,CO,2022-07-26,Corporate
DNR-05751,35-44,TX,2023-09-09,Individual
DNR-05752,45-54,CA,2024-04-28,Individual
DNR-05753,55-64,TX,2022-09-28,Individual
DNR-05754,25-34,OH,2024-04-18,Individual
DNR-05755,25-34,PA,2024-07-12,Individual
DNR-05756,45-54,NY,2021-04-18,Individual
DNR-05757,18-24,MI,2024-11-13,Individual
DNR-05758,25-34,NY,2024-02-09,Individual
DNR-05759,55-64,WA,2023-12-25,Corporate
DNR-05760,25-34,CA,2024-12-22,Individual
DNR-05761,45-54,IL,2024-01-12,Individual
DNR-05762,35-44,IL,2022-08-12,Individual
DNR-05763,55-64,IL,2025-02-16,Foundation
DNR-05764,65+,WA,2024-06-22,Individual
DNR-05765,45-54,GA,2024-06-13,Individual
DNR-05766,55-64,GA,2021-12-16,Individual
DNR-05767,45-54,NC,2022-11-04,Individual
DNR-05768,45-54,MI,2021-09-16,Foundation
DNR-05769,18-24,CO,2021-04-16,Individual
DNR-05770,45-54,WA,2024-04-10,Individual
DNR-05771,55-64,TX,2024-09-18,Individual
DNR-05772,25-34,MI,2022-09-05,Individual
DNR-05773,25-34,NY,2025-10-28,Individual
DNR-05774,35-44,IL,2022-11-04,Individual
DNR-05775,55-64,FL,2022-11-05,Individual
DNR-05776,55-64,NC,2023-05-22,Individual
DNR-05777,25-34,TX,2023-03-13,Major Donor
DNR-05778,18-24,NC,2025-01-27,Individual
DNR-05779,35-44,NC,2023-10-27,Individual
DNR-05780,45-54,MI,2021-08-22,Individual
DNR-05781,18-24,PA,2023-10-04,Individual
DNR-05782,55-64,CO,2024-03-26,Individual
DNR-05783,65+,CO,2025-06-17,Individual
DNR-05784,25-34,CA,2024-03-19,Individual
DNR-05785,18-24,PA,2023-07-01,Individual
DNR-05786,35-44,OH,2021-10-30,Individual
DNR-05787,55-64,PA,2024-04-13,Individual
DNR-05788,45-54,CO,2021-07-03,Individual
DNR-05789,18-24,CO,2023-10-31,Individual
DNR-05790,18-24,WA,2023-08-10,Foundation
DNR-05791,45-54,NY,2022-10-15,Individual
DNR-05792,25-34,FL,2025-03-09,Individual
DNR-05793,18-24,NC,2025-06-01,Individual
DNR-05794,65+,IL,2021-09-15,Corporate
DNR-05795,35-44,CA,2021-10-03,Individual
DNR-05796,18-24,NY,2022-05-14,Individual
DNR-05797,55-64,CA,2024-11-14,Individual
DNR-05798,25-34,IL,2025-10-19,Individual
DNR-05799,25-34,FL,2022-11-03,Individual
DNR-05800,35-44,PA,2025-01-03,Individual
DNR-05801,45-54,FL,2024-11-28,Individual
DNR-05802,25-34,GA,2023-02-16,Individual
DNR-05803,35-44,CO,2021-06-11,Individual
DNR-05804,25-34,PA,2024-05-12,Individual
DNR-05805,18-24,NY,2022-05-11,Individual
DNR-05806,35-44,OH,2024-07-07,Individual
DNR-05807,65+,GA,2021-07-05,Individual
DNR-05808,45-54,OH,2024-09-25,Individual
DNR-05809,45-54,MI,2025-08-08,Individual
DNR-05810,55-64,CA,2022-01-16,Individual
DNR-05811,25-34,WA,2021-07-27,Individual
DNR-05812,25-34,NC,2024-06-10,Individual
DNR-05813,25-34,NY,2022-05-07,Individual
DNR-05814,45-54,WA,2025-10-18,Individual
DNR-05815,35-44,FL,2023-02-14,Individual
DNR-05816,25-34,IL,2022-08-28,Individual
DNR-05817,45-54,OH,2022-06-10,Individual
DNR-05818,25-34,CO,2021-06-06,Individual
DNR-05819,35-44,FL,2023-08-04,Foundation
DNR-05820,55-64,IL,2022-11-17,Individual
DNR-05821,18-24,PA,2023-04-19,Individual
DNR-05822,45-54,NC,2021-09-12,Individual
DNR-05823,65+,NY,2021-01-03,Individual
DNR-05824,35-44,OH,2022-06-25,Individual
DNR-05825,35-44,CA,2021-10-03,Foundation
DNR-05826,45-54,GA,2022-06-24,Individual
DNR-05827,45-54,MI,2021-08-26,Individual
DNR-05828,65+,MI,2022-10-12,Individual
DNR-05829,18-24,GA,2023-04-24,Individual
DNR-05830,55-64,WA,2023-04-04,Individual
DNR-05831,65+,NY,2025-10-28,Individual
DNR-05832,35-44,IL,2024-03-12,Individual
DNR-05833,55-64,PA,2024-06-10,Individual
DNR-05834,25-34,CO,2025-03-26,Foundation
DNR-05835,55-64,NC,2022-05-01,Individual
DNR-05836,25-34,GA,2025-03-14,Corporate
DNR-05837,55-64,NY,2021-09-10,Individual
DNR-05838,55-64,NC,2024-08-07,Foundation
DNR-05839,55-64,IL,2021-09-03,Individual
DNR-05840,55-64,FL,2025-05-08,Individual
DNR-05841,45-54,NC,2022-09-17,Foundation
DNR-05842,25-34,GA,2021-05-14,Individual
DNR-05843,35-44,NC,2023-06-27,Individual
DNR-05844,25-34,IL,2022-04-01,Individual
DNR-05845,18-24,IL,2025-04-08,Individual
DNR-05846,18-24,NY,2021-07-13,Individual
DNR-05847,65+,PA,2024-06-29,Corporate
DNR-05848,45-54,OH,2022-01-31,Individual
DNR-05849,25-34,TX,2021-02-17,Individual
DNR-05850,25-34,NY,2022-12-16,Individual
DNR-05851,55-64,FL,2022-06-21,Individual
DNR-05852,45-54,PA,2021-06-24,Individual
DNR-05853,18-24,IL,2023-07-12,Individual
DNR-05854,45-54,GA,2021-05-16,Individual
DNR-05855,45-54,CA,2024-11-13,Individual
DNR-05856,25-34,FL,2024-03-03,Individual
DNR-05857,18-24,MI,2025-09-17,Individual
DNR-05858,35-44,WA,2023-09-16,Individual
DNR-05859,25-34,GA,2021-10-23,Individual
DNR-05860,45-54,GA,2021-02-27,Individual
DNR-05861,65+,MI,2021-11-06,Individual
DNR-05862,25-34,CA,2023-04-14,Individual
DNR-05863,55-64,TX,2023-10-13,Individual
DNR-05864,55-64,CO,2022-08-17,Individual
DNR-05865,25-34,CA,2024-08-15,Individual
DNR-05866,45-54,NY,2021-08-09,Individual
DNR-05867,35-44,CA,2022-01-30,Individual
DNR-05868,18-24,NY,2024-11-09,Individual
DNR-05869,35-44,WA,2021-11-02,Individual
DNR-05870,65+,NY,2021-12-14,Individual
DNR-05871,55-64,FL,2021-03-07,Individual
DNR-05872,35-44,TX,2023-03-12,Corporate
DNR-05873,25-34,NC,2021-05-24,Individual
DNR-05874,35-44,GA,2024-04-09,Individual
DNR-05875,18-24,GA,2024-05-23,Individual
DNR-05876,65+,MI,2022-05-14,Individual
DNR-05877,35-44,MI,2021-01-26,Individual
DNR-05878,55-64,NY,2023-08-04,Individual
DNR-05879,25-34,CA,2024-09-02,Individual
DNR-05880,35-44,NY,2022-02-23,Individual
DNR-05881,55-64,WA,2025-03-03,Individual
DNR-05882,25-34,NY,2023-03-10,Individual
DNR-05883,35-44,CO,2025-07-06,Individual
DNR-05884,35-44,CA,2025-05-04,Individual
DNR-05885,25-34,CA,2023-10-13,Individual
DNR-05886,35-44,IL,2023-08-29,Individual
DNR-05887,65+,TX,2022-05-17,Individual
DNR-05888,35-44,TX,2025-08-17,Individual
DNR-05889,25-34,OH,2022-01-12,Individual
DNR-05890,25-34,MI,2021-02-01,Individual
DNR-05891,25-34,CO,2022-07-07,Individual
DNR-05892,45-54,IL,2024-09-22,Individual
DNR-05893,55-64,GA,2025-02-28,Individual
DNR-05894,18-24,WA,2022-01-05,Individual
DNR-05895,45-54,PA,2022-01-10,Individual
DNR-05896,25-34,OH,2021-07-13,Individual
DNR-05897,45-54,IL,2021-06-11,Individual
DNR-05898,65+,WA,2025-01-14,Individual
DNR-05899,35-44,CO,2021-10-02,Individual
DNR-05900,35-44,OH,2023-01-06,Individual
DNR-05901,25-34,WA,2021-03-17,Individual
DNR-05902,65+,MI,2021-08-15,Individual
DNR-05903,55-64,NC,2025-09-20,Individual
DNR-05904,45-54,CO,2023-04-09,Major Donor
DNR-05905,55-64,IL,2024-05-27,Individual
DNR-05906,55-64,NC,2023-09-08,Individual
DNR-05907,25-34,OH,2024-10-13,Individual
DNR-05908,35-44,IL,2021-05-01,Corporate
DNR-05909,18-24,CO,2022-10-01,Individual
DNR-05910,45-54,CA,2022-04-18,Individual
DNR-05911,18-24,IL,2024-03-02,Individual
DNR-05912,25-34,OH,2024-06-23,Individual
DNR-05913,35-44,CO,2022-09-08,Individual
DNR-05914,65+,FL,2025-01-27,Individual
DNR-05915,45-54,TX,2023-03-16,Individual
DNR-05916,35-44,FL,2025-09-04,Individual
DNR-05917,35-44,IL,2022-07-25,Individual
DNR-05918,18-24,TX,2023-07-09,Foundation
DNR-05919,65+,OH,2021-08-29,Individual
DNR-05920,25-34,CO,2022-10-15,Individual
DNR-05921,18-24,TX,2025-10-19,Individual
DNR-05922,35-44,CO,2022-02-13,Individual
DNR-05923,35-44,PA,2021-10-31,Corporate
DNR-05924,55-64,NY,2021-01-04,Corporate
DNR-05925,45-54,OH,2021-05-05,Individual
DNR-05926,45-54,OH,2022-05-25,Individual
DNR-05927,25-34,NY,2023-07-18,Individual
DNR-05928,45-54,MI,2021-01-07,Individual
DNR-05929,25-34,NY,2021-07-04,Individual
DNR-05930,55-64,CA,2021-02-17,Individual
DNR-05931,45-54,TX,2023-02-27,Individual
DNR-05932,45-54,FL,2025-08-08,Individual
DNR-05933,45-54,NC,2023-07-25,Individual
DNR-05934,35-44,CO,2025-05-03,Individual
DNR-05935,18-24,CO,2024-06-19,Individual
DNR-05936,65+,CA,2022-11-21,Individual
DNR-05937,45-54,GA,2025-10-17,Corporate
DNR-05938,18-24,NY,2022-06-13,Individual
DNR-05939,65+,NC,2024-05-07,Individual
DNR-05940,25-34,CA,2022-07-22,Individual
DNR-05941,25-34,GA,2021-07-18,Individual
DNR-05942,35-44,CA,2021-06-18,Corporate
DNR-05943,45-54,WA,2022-10-14,Individual
DNR-05944,35-44,TX,2023-01-27,Individual
DNR-05945,55-64,TX,2025-04-04,Individual
DNR-05946,25-34,WA,2021-02-07,Individual
DNR-05947,25-34,FL,2021-01-25,Individual
DNR-05948,18-24,PA,2022-07-23,Individual
DNR-05949,45-54,IL,2023-02-08,Foundation
DNR-05950,45-54,OH,2022-08-04,Individual
DNR-05951,45-54,CA,2023-06-04,Individual
DNR-05952,25-34,WA,2021-04-30,Individual
DNR-05953,25-34,NC,2025-01-16,Individual
DNR-05954,25-34,TX,2021-07-07,Individual
DNR-05955,35-44,IL,2024-08-29,Individual
DNR-05956,55-64,TX,2021-01-03,Individual
DNR-05957,35-44,CA,2021-03-10,Individual
DNR-05958,35-44,TX,2023-10-15,Individual
DNR-05959,65+,WA,2023-08-16,Individual
DNR-05960,25-34,FL,2022-01-30,Individual
DNR-05961,18-24,IL,2022-12-07,Major Donor
DNR-05962,25-34,NC,2021-06-28,Individual
DNR-05963,35-44,NC,2021-10-13,Individual
DNR-05964,65+,WA,2021-08-26,Individual
DNR-05965,65+,PA,2021-12-28,Individual
DNR-05966,45-54,OH,2024-03-02,Individual
DNR-05967,18-24,MI,2021-08-23,Corporate
DNR-05968,25-34,OH,2021-12-21,Individual
DNR-05969,25-34,FL,2021-02-18,Individual
DNR-05970,25-34,CA,2023-12-06,Individual
DNR-05971,65+,FL,2025-01-21,Corporate
DNR-05972,65+,WA,2021-09-18,Individual
DNR-05973,25-34,NY,2023-05-25,Individual
DNR-05974,65+,CO,2024-09-03,Corporate
DNR-05975,45-54,OH,2023-02-06,Individual
DNR-05976,65+,CO,2025-03-19,Individual
DNR-05977,35-44,NY,2025-03-25,Individual
DNR-05978,25-34,TX,2025-11-28,Individual
DNR-05979,25-34,WA,2023-06-20,Individual
DNR-05980,65+,CA,2022-09-07,Individual
DNR-05981,25-34,PA,2024-06-27,Individual
DNR-05982,55-64,FL,2023-10-20,Individual
DNR-05983,55-64,IL,2025-02-07,Individual
DNR-05984,65+,CA,2022-04-27,Individual
DNR-05985,45-54,TX,2023-10-03,Major Donor
DNR-05986,45-54,TX,2022-10-13,Individual
DNR-05987,65+,OH,2025-08-19,Individual
DNR-05988,35-44,OH,2023-07-17,Major Donor
DNR-05989,65+,CO,2024-12-11,Individual
DNR-05990,25-34,TX,2025-05-23,Individual
DNR-05991,65+,MI,2022-07-20,Major Donor
DNR-05992,35-44,NC,2023-06-25,Corporate
DNR-05993,55-64,MI,2023-06-25,Individual
DNR-05994,55-64,WA,2022-08-24,Individual
DNR-05995,45-54,PA,2021-11-23,Individual
DNR-05996,65+,CA,2021-01-31,Individual
DNR-05997,35-44,GA,2025-07-10,Individual
DNR-05998,25-34,PA,2022-09-10,Major Donor
DNR-05999,25-34,NY,2025-11-05,Individual
DNR-06000,55-64,OH,2022-09-22,Individual
DNR-06001,25-34,CA,2024-01-27,Individual
DNR-06002,35-44,IL,2022-11-20,Individual
DNR-06003,35-44,PA,2024-05-23,Individual
DNR-06004,25-34,OH,2022-06-10,Individual
DNR-06005,55-64,WA,2024-09-13,Individual
DNR-06006,25-34,WA,2025-08-04,Individual
DNR-06007,55-64,NC,2024-12-25,Individual
DNR-06008,25-34,FL,2024-02-02,Individual
DNR-06009,35-44,IL,2021-01-06,Corporate
DNR-06010,45-54,IL,2022-04-07,Individual
DNR-06011,35-44,TX,2023-10-22,Corporate
DNR-06012,35-44,MI,2025-01-22,Individual
DNR-06013,18-24,OH,2025-06-30,Individual
DNR-06014,55-64,PA,2023-04-10,Individual
DNR-06015,25-34,NY,2025-10-01,Individual
DNR-06016,55-64,PA,2022-01-08,Individual
DNR-06017,45-54,CA,2022-09-29,Individual
DNR-06018,25-34,NY,2025-07-01,Individual
DNR-06019,18-24,MI,2021-08-31,Individual
DNR-06020,35-44,FL,2025-03-04,Foundation
DNR-06021,45-54,WA,2023-10-15,Individual
DNR-06022,18-24,NY,2025-11-22,Individual
DNR-06023,65+,FL,2022-02-19,Individual
DNR-06024,45-54,MI,2021-08-04,Individual
DNR-06025,65+,CA,2024-06-29,Individual
DNR-06026,18-24,NY,2021-07-03,Individual
DNR-06027,65+,CA,2022-03-06,Individual
DNR-06028,45-54,CO,2022-05-08,Individual
DNR-06029,35-44,WA,2021-07-22,Individual
DNR-06030,55-64,CA,2024-02-11,Individual
DNR-06031,55-64,TX,2024-07-14,Individual
DNR-06032,35-44,CO,2025-04-07,Major Donor
DNR-06033,65+,CO,2024-06-17,Major Donor
DNR-06034,45-54,IL,2023-11-06,Individual
DNR-06035,35-44,NC,2025-09-28,Major Donor
DNR-06036,65+,WA,2022-11-05,Corporate
DNR-06037,65+,PA,2021-09-04,Individual
DNR-06038,25-34,CA,2022-04-03,Individual
DNR-06039,25-34,NC,2021-02-16,Individual
DNR-06040,35-44,CO,2024-10-16,Corporate
DNR-06041,55-64,MI,2021-01-08,Individual
DNR-06042,25-34,CA,2025-04-07,Individual
DNR-06043,18-24,CO,2023-05-01,Individual
DNR-06044,45-54,TX,2023-11-15,Individual
DNR-06045,45-54,MI,2021-09-23,Corporate
DNR-06046,25-34,GA,2024-07-21,Major Donor
DNR-06047,25-34,PA,2025-05-06,Individual
DNR-06048,35-44,OH,2025-09-12,Individual
DNR-06049,55-64,NY,2024-02-21,Corporate
DNR-06050,45-54,WA,2022-01-08,Individual
DNR-06051,35-44,PA,2025-01-20,Individual
DNR-06052,35-44,NY,2023-08-12,Corporate
DNR-06053,45-54,IL,2021-12-14,Individual
DNR-06054,25-34,OH,2022-02-02,Individual
DNR-06055,55-64,OH,2022-01-17,Individual
DNR-06056,65+,MI,2024-04-13,Individual
DNR-06057,45-54,GA,2024-10-01,Individual
DNR-06058,35-44,OH,2022-06-16,Individual
DNR-06059,45-54,CA,2025-06-29,Individual
DNR-06060,25-34,MI,2023-06-14,Individual
DNR-06061,65+,CO,2025-10-07,Major Donor
DNR-06062,65+,CA,2025-03-14,Foundation
DNR-06063,25-34,OH,2022-10-22,Individual
DNR-06064,35-44,NY,2022-09-03,Individual
DNR-06065,25-34,PA,2023-09-11,Corporate
DNR-06066,65+,WA,2021-04-06,Major Donor
DNR-06067,55-64,TX,2023-12-07,Individual
DNR-06068,45-54,CO,2022-08-01,Individual
DNR-06069,55-64,MI,2021-08-19,Individual
DNR-06070,55-64,NC,2021-10-08,Individual
DNR-06071,18-24,CA,2021-05-16,Individual
DNR-06072,55-64,CA,2025-02-21,Individual
DNR-06073,55-64,NY,2025-07-26,Individual
DNR-06074,65+,OH,2021-10-29,Individual
DNR-06075,55-64,CO,2023-09-03,Individual
DNR-06076,45-54,OH,2024-02-01,Major Donor
DNR-06077,25-34,MI,2024-12-31,Individual
DNR-06078,35-44,CA,2025-11-02,Individual
DNR-06079,18-24,CA,2021-07-11,Individual
DNR-06080,35-44,IL,2025-04-08,Individual
DNR-06081,35-44,MI,2025-04-24,Major Donor
DNR-06082,65+,PA,2025-06-01,Individual
DNR-06083,35-44,CO,2023-08-26,Individual
DNR-06084,25-34,NC,2025-04-16,Corporate
DNR-06085,35-44,GA,2025-04-27,Individual
DNR-06086,25-34,MI,2022-11-06,Individual
DNR-06087,35-44,CA,2023-02-02,Individual
DNR-06088,25-34,WA,2022-12-01,Individual
DNR-06089,55-64,GA,2021-04-04,Individual
DNR-06090,35-44,TX,2021-11-26,Individual
DNR-06091,35-44,CO,2022-08-29,Individual
DNR-06092,55-64,OH,2025-09-22,Major Donor
DNR-06093,25-34,PA,2025-05-03,Individual
DNR-06094,18-24,FL,2021-05-13,Individual
DNR-06095,35-44,PA,2021-05-06,Individual
DNR-06096,55-64,GA,2023-02-26,Individual
DNR-06097,55-64,GA,2023-12-25,Major Donor
DNR-06098,25-34,GA,2024-09-23,Individual
DNR-06099,25-34,NY,2022-10-14,Individual
DNR-06100,35-44,CA,2025-05-09,Individual
DNR-06101,55-64,CO,2025-09-18,Individual
DNR-06102,35-44,TX,2023-07-30,Individual
DNR-06103,25-34,OH,2024-02-27,Individual
DNR-06104,65+,GA,2024-11-04,Individual
DNR-06105,55-64,NY,2022-01-16,Individual
DNR-06106,25-34,NY,2023-07-08,Individual
DNR-06107,35-44,FL,2023-07-02,Individual
DNR-06108,18-24,CO,2021-10-22,Individual
DNR-06109,25-34,NC,2022-02-27,Foundation
DNR-06110,45-54,PA,2023-04-02,Individual
DNR-06111,55-64,OH,2024-05-21,Individual
DNR-06112,35-44,NY,2025-01-18,Individual
DNR-06113,45-54,IL,2023-04-13,Corporate
DNR-06114,35-44,OH,2023-11-25,Corporate
