donor_id,age_group,location,donor_type,donation_count,total_donations,average_donation,campaign_count,days_since_last_donation,days_since_first_donation,avg_days_between_donations,donations_last_30_days,revenue_last_30_days,donations_last_90_days,revenue_last_90_days,donations_last_365_days,revenue_last_365_days,donor_tenure_days,frequency_velocity_365d,monetary_velocity_365d,short_term_momentum,recency_tenure_ratio
DNR-06074,65+,OH,Individual,2.0,1144.79,572.395,2.0,975.0,1491.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,1525,0.0,0.0,0.0,0.639344262295082
DNR-06075,55-64,CO,Individual,4.0,972.5699999999999,243.14249999999998,4.0,247.0,774.0,175.66666666666666,0.0,0.0,0.0,0.0,2.0,441.34999999999997,851,0.5,0.45379767009058475,0.0,0.2902467685076381
DNR-06076,45-54,OH,Major Donor,11.0,272526.01,24775.09181818182,11.0,19.0,687.0,66.8,1.0,6149.94,2.0,18245.91,9.0,254362.17,700,0.8181818181818182,0.9333500681274423,0.8,0.027142857142857142
DNR-06077,25-34,MI,Individual,4.0,257.1,64.275,3.0,30.0,363.0,111.0,1.0,76.73,2.0,99.61,4.0,257.1,366,1.0,1.0,1.6,0.08196721311475409
DNR-06078,35-44,CA,Individual,7.0,917.62,131.08857142857144,7.0,6.0,58.0,8.666666666666666,3.0,231.01,7.0,917.62,7.0,917.62,60,1.0,1.0,3.5,0.1
DNR-06079,18-24,CA,Individual,5.0,2756.01,551.202,5.0,8.0,1197.0,297.25,1.0,42.88,1.0,42.88,1.0,42.88,1635,0.2,0.015558724387792497,2.0,0.004892966360856269
DNR-06080,35-44,IL,Individual,6.0,731.55,121.925,6.0,7.0,268.0,52.2,1.0,388.03,2.0,407.88,6.0,731.5500000000001,268,1.0,1.0000000000000002,1.1428571428571428,0.026119402985074626
DNR-06081,35-44,MI,Major Donor,4.0,107344.36000000002,26836.090000000004,4.0,35.0,222.0,62.333333333333336,0.0,0.0,1.0,36757.98,4.0,107344.36000000002,252,1.0,1.0,0.8,0.1388888888888889
DNR-06082,65+,PA,Individual,5.0,1126.44,225.288,5.0,9.0,193.0,46.0,2.0,118.89,4.0,1110.96,5.0,1126.44,214,1.0,1.0,2.6666666666666665,0.04205607476635514
DNR-06083,35-44,CO,Individual,4.0,1206.26,301.565,4.0,50.0,511.0,153.66666666666666,0.0,0.0,1.0,35.61,3.0,749.8000000000001,859,0.75,0.6215907018387413,1.0,0.05820721769499418
DNR-06084,25-34,NC,Corporate,3.0,8856.630000000001,2952.2100000000005,3.0,104.0,248.0,72.0,0.0,0.0,0.0,0.0,3.0,8856.630000000001,260,1.0,1.0,0.0,0.4
DNR-06085,35-44,GA,Individual,4.0,2793.4900000000002,698.3725000000001,4.0,24.0,244.0,73.33333333333333,1.0,47.47,2.0,101.32,4.0,2793.49,249,1.0,0.9999999999999999,1.6,0.0963855421686747
DNR-06086,25-34,MI,Individual,3.0,2062.7,687.5666666666666,3.0,330.0,1049.0,359.5,0.0,0.0,0.0,0.0,1.0,47.5,1152,0.3333333333333333,0.02302807000533282,0.0,0.2864583333333333
DNR-06087,35-44,CA,Individual,4.0,2533.39,633.3475,4.0,391.0,984.0,197.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1064,0.0,0.0,0.0,0.3674812030075188
DNR-06088,25-34,WA,Individual,6.0,1194.3300000000002,199.05500000000004,6.0,51.0,1073.0,204.4,0.0,0.0,1.0,96.52,2.0,559.0,1127,0.3333333333333333,0.468044845227031,1.3333333333333333,0.04525288376220053
DNR-06089,55-64,GA,Individual,3.0,2336.7200000000003,778.9066666666668,3.0,175.0,1528.0,676.5,0.0,0.0,0.0,0.0,1.0,443.91,1733,0.3333333333333333,0.18997141292067513,0.0,0.10098095787651472
DNR-06090,35-44,TX,Individual,5.0,741.09,148.21800000000002,5.0,75.0,1412.0,334.25,0.0,0.0,1.0,409.8,1.0,409.8,1497,0.2,0.5529692749868437,2.0,0.050100200400801605
DNR-06091,35-44,CO,Individual,4.0,2227.91,556.9775,4.0,623.0,1115.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1221,0.0,0.0,0.0,0.5102375102375102
DNR-06092,55-64,OH,Major Donor,1.0,6125.46,6125.46,1.0,89.0,89.0,,0.0,0.0,1.0,6125.46,1.0,6125.46,101,1.0,1.0,2.0,0.8811881188118812
DNR-06093,25-34,PA,Individual,6.0,2828.84,471.47333333333336,5.0,47.0,215.0,33.6,0.0,0.0,2.0,398.94,6.0,2828.8399999999997,243,1.0,0.9999999999999999,1.1428571428571428,0.1934156378600823
DNR-06094,18-24,FL,Individual,3.0,108.25,36.083333333333336,3.0,1005.0,1688.0,341.5,0.0,0.0,0.0,0.0,0.0,0.0,1694,0.0,0.0,0.0,0.5932703659976387
DNR-06095,35-44,PA,Individual,5.0,2431.02,486.204,4.0,28.0,1416.0,347.0,1.0,190.72,1.0,190.72,2.0,641.73,1701,0.4,0.26397561517387763,1.3333333333333333,0.01646090534979424
DNR-06096,55-64,GA,Individual,1.0,97.64,97.64,1.0,1014.0,1014.0,,0.0,0.0,0.0,0.0,0.0,0.0,1040,0.0,0.0,0.0,0.975
DNR-06097,55-64,GA,Major Donor,4.0,104095.70999999999,26023.927499999998,4.0,62.0,309.0,82.33333333333333,0.0,0.0,1.0,8700.45,4.0,104095.70999999999,738,1.0,1.0,0.8,0.08401084010840108
DNR-06098,25-34,GA,Individual,5.0,248.67,49.733999999999995,5.0,145.0,317.0,43.0,0.0,0.0,0.0,0.0,5.0,248.66999999999996,465,1.0,0.9999999999999999,0.0,0.3118279569892473
DNR-06099,25-34,NY,Individual,1.0,68.41,68.41,1.0,958.0,958.0,,0.0,0.0,0.0,0.0,0.0,0.0,1175,0.0,0.0,0.0,0.8153191489361702
DNR-06100,35-44,CA,Individual,5.0,374.21999999999997,74.844,4.0,55.0,202.0,36.75,0.0,0.0,2.0,94.53,5.0,374.21999999999997,237,1.0,1.0,1.3333333333333333,0.2320675105485232
DNR-06101,55-64,CO,Individual,4.0,192.28,48.07,4.0,32.0,85.0,17.666666666666668,0.0,0.0,4.0,192.28,4.0,192.28,105,1.0,1.0,3.2,0.3047619047619048
DNR-06102,35-44,TX,Individual,5.0,320.09,64.018,5.0,19.0,681.0,165.5,1.0,23.01,1.0,23.01,2.0,76.97,886,0.4,0.24046361960698556,1.3333333333333333,0.02144469525959368
DNR-06103,25-34,OH,Individual,5.0,633.22,126.644,5.0,325.0,634.0,77.25,0.0,0.0,0.0,0.0,2.0,197.73000000000002,674,0.4,0.3122611414674205,0.0,0.4821958456973294
DNR-06104,65+,GA,Individual,8.0,1510.8,188.85,8.0,40.0,356.0,45.142857142857146,0.0,0.0,3.0,381.71,8.0,1510.8,423,1.0,1.0,1.3333333333333333,0.09456264775413711
DNR-06105,55-64,NY,Individual,6.0,891.1,148.51666666666668,6.0,21.0,1426.0,281.0,1.0,39.68,1.0,39.68,2.0,52.04,1446,0.3333333333333333,0.058399730669958475,1.3333333333333333,0.014522821576763486
DNR-06106,25-34,NY,Individual,4.0,396.15,99.0375,4.0,28.0,819.0,263.6666666666667,1.0,98.98,1.0,98.98,2.0,183.71,908,0.5,0.46373848289789227,1.3333333333333333,0.030837004405286344
DNR-06107,35-44,FL,Individual,4.0,384.17,96.0425,4.0,282.0,390.0,36.0,0.0,0.0,0.0,0.0,2.0,151.07,914,0.5,0.3932373688731551,0.0,0.3085339168490153
DNR-06108,18-24,CO,Individual,4.0,441.36,110.34,4.0,192.0,1141.0,316.3333333333333,0.0,0.0,0.0,0.0,1.0,69.63,1532,0.25,0.15776237085372483,0.0,0.12532637075718014
DNR-06109,25-34,NC,Foundation,3.0,40019.409999999996,13339.803333333331,3.0,485.0,1181.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,1404,0.0,0.0,0.0,0.3454415954415954
DNR-06110,45-54,PA,Individual,4.0,118.64,29.66,4.0,47.0,802.0,251.66666666666666,0.0,0.0,1.0,12.71,2.0,59.42,1005,0.5,0.5008428860418072,1.3333333333333333,0.046766169154228855
DNR-06111,55-64,OH,Individual,8.0,1624.49,203.06125,8.0,80.0,580.0,71.42857142857143,0.0,0.0,2.0,1076.3,3.0,1168.45,590,0.375,0.7192718945638323,2.0,0.13559322033898305
DNR-06112,35-44,NY,Individual,2.0,105.27,52.635,2.0,73.0,138.0,65.0,0.0,0.0,1.0,15.28,2.0,105.27,348,1.0,1.0,1.3333333333333333,0.20977011494252873
DNR-06113,45-54,IL,Corporate,8.0,41724.89,5215.61125,8.0,86.0,982.0,128.0,0.0,0.0,1.0,7714.26,4.0,21654.72,994,0.5,0.5189880668349276,0.8,0.08651911468812877
DNR-06114,35-44,OH,Corporate,9.0,39188.08,4354.231111111111,8.0,147.0,717.0,71.25,0.0,0.0,0.0,0.0,2.0,10384.810000000001,768,0.2222222222222222,0.2649992038395349,0.0,0.19140625
DNR-06115,25-34,CO,Individual,6.0,4432.2,738.6999999999999,6.0,207.0,445.0,47.6,0.0,0.0,0.0,0.0,4.0,4103.129999999999,615,0.6666666666666666,0.9257547042100986,0.0,0.33658536585365856
DNR-06116,55-64,IL,Individual,7.0,2793.62,399.0885714285714,7.0,24.0,729.0,117.5,1.0,404.22,1.0,404.22,2.0,546.54,1141,0.2857142857142857,0.19563863374403104,1.3333333333333333,0.021034180543382998
DNR-06117,18-24,NC,Individual,3.0,105.11,35.03666666666667,3.0,431.0,1531.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1814,0.0,0.0,0.0,0.23759647188533628
DNR-06118,25-34,FL,Individual,10.0,910.27,91.027,9.0,11.0,113.0,11.333333333333334,1.0,89.84,7.0,709.37,10.0,910.27,118,1.0,1.0,2.5454545454545454,0.09322033898305085
DNR-06119,25-34,PA,Individual,4.0,268.17,67.0425,4.0,1.0,570.0,189.66666666666666,1.0,85.63,1.0,85.63,3.0,204.11,643,0.75,0.7611216765484581,1.0,0.0015552099533437014
DNR-06120,35-44,IL,Corporate,3.0,18205.989999999998,6068.663333333333,3.0,225.0,570.0,172.5,0.0,0.0,0.0,0.0,2.0,12365.76,606,0.6666666666666666,0.6792138191880805,0.0,0.3712871287128713
DNR-06121,25-34,WA,Individual,2.0,148.64000000000001,74.32000000000001,2.0,20.0,121.0,101.0,1.0,61.63,1.0,61.63,2.0,148.64000000000001,236,1.0,1.0,1.3333333333333333,0.0847457627118644
DNR-06122,35-44,CO,Individual,4.0,269.08,67.27,4.0,65.0,258.0,64.33333333333333,0.0,0.0,1.0,62.34,4.0,269.08,315,1.0,1.0,0.8,0.20634920634920634
DNR-06123,55-64,GA,Individual,9.0,3279.1600000000003,364.35111111111115,8.0,15.0,787.0,96.5,1.0,77.22,1.0,77.22,3.0,190.66,856,0.3333333333333333,0.05814293904536527,1.0,0.017523364485981307
DNR-06124,25-34,OH,Individual,5.0,345.28999999999996,69.05799999999999,5.0,13.0,367.0,88.5,1.0,80.56,2.0,161.81,4.0,297.21000000000004,371,0.8,0.8607547279098731,1.6,0.03504043126684636
DNR-06125,45-54,NY,Individual,4.0,1571.91,392.9775,4.0,31.0,62.0,10.333333333333334,0.0,0.0,4.0,1571.9099999999999,4.0,1571.9099999999999,85,1.0,0.9999999999999999,3.2,0.36470588235294116
DNR-06126,35-44,TX,Individual,4.0,992.21,248.0525,4.0,287.0,1125.0,279.3333333333333,0.0,0.0,0.0,0.0,1.0,684.38,1332,0.25,0.6897531772507836,0.0,0.21546546546546547
DNR-06127,25-34,OH,Individual,2.0,186.88,93.44,2.0,75.0,85.0,10.0,0.0,0.0,2.0,186.88,2.0,186.88,96,1.0,1.0,2.6666666666666665,0.78125
DNR-06128,35-44,FL,Individual,7.0,1575.7,225.1,5.0,9.0,205.0,32.666666666666664,1.0,23.32,2.0,962.1,7.0,1575.6999999999996,291,1.0,0.9999999999999997,1.0,0.030927835051546393
DNR-06129,25-34,WA,Individual,9.0,752.27,83.58555555555556,9.0,56.0,772.0,89.5,0.0,0.0,1.0,25.36,4.0,373.3,1457,0.4444444444444444,0.49623140627700163,0.8,0.038435140700068635
DNR-06130,25-34,CA,Individual,7.0,792.63,113.23285714285714,6.0,194.0,1346.0,192.0,0.0,0.0,0.0,0.0,1.0,94.47,1525,0.14285714285714285,0.11918549638545096,0.0,0.12721311475409836
DNR-06131,35-44,GA,Individual,3.0,1141.04,380.34666666666664,3.0,7.0,109.0,51.0,2.0,212.19,2.0,212.19,3.0,1141.04,115,1.0,1.0,2.0,0.06086956521739131
DNR-06132,65+,CA,Individual,3.0,146.88,48.96,3.0,127.0,467.0,170.0,0.0,0.0,0.0,0.0,2.0,78.24000000000001,954,0.6666666666666666,0.5326797385620916,0.0,0.1331236897274633
DNR-06133,55-64,TX,Individual,3.0,3756.3199999999997,1252.1066666666666,3.0,430.0,659.0,114.5,0.0,0.0,0.0,0.0,0.0,0.0,960,0.0,0.0,0.0,0.4479166666666667
DNR-06134,35-44,IL,Corporate,5.0,19572.93,3914.5860000000002,5.0,107.0,474.0,91.75,0.0,0.0,0.0,0.0,2.0,5991.66,563,0.4,0.30611972760337874,0.0,0.19005328596802842
DNR-06135,35-44,NC,Individual,6.0,833.4200000000001,138.90333333333334,6.0,299.0,716.0,83.4,0.0,0.0,0.0,0.0,1.0,94.57,1277,0.16666666666666666,0.11347219889131528,0.0,0.2341425215348473
DNR-06136,25-34,CA,Individual,2.0,144.04000000000002,72.02000000000001,2.0,687.0,1011.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1350,0.0,0.0,0.0,0.5088888888888888
DNR-06137,45-54,FL,Individual,3.0,362.62,120.87333333333333,3.0,32.0,83.0,25.5,0.0,0.0,3.0,362.62000000000006,3.0,362.62000000000006,115,1.0,1.0000000000000002,3.0,0.2782608695652174
DNR-06138,25-34,NY,Corporate,4.0,27907.899999999998,6976.974999999999,4.0,11.0,264.0,84.33333333333333,1.0,6808.87,3.0,19297.68,4.0,27907.899999999998,629,1.0,1.0,2.4,0.017488076311605722
DNR-06139,65+,MI,Individual,5.0,409.03,81.806,4.0,136.0,949.0,203.25,0.0,0.0,0.0,0.0,1.0,20.64,1457,0.2,0.05046084639268514,0.0,0.09334248455730954
DNR-06140,25-34,IL,Individual,8.0,611.87,76.48375,7.0,50.0,188.0,19.714285714285715,0.0,0.0,3.0,443.5,8.0,611.87,199,1.0,1.0,1.3333333333333333,0.25125628140703515
DNR-06141,25-34,CA,Individual,8.0,2192.31,274.03875,7.0,71.0,1166.0,156.42857142857142,0.0,0.0,1.0,47.85,2.0,128.61,1449,0.25,0.058664148774580246,1.3333333333333333,0.04899930986887509
DNR-06142,18-24,CA,Individual,2.0,77.25,38.625,2.0,286.0,1582.0,1296.0,0.0,0.0,0.0,0.0,1.0,31.05,1702,0.5,0.40194174757281553,0.0,0.16803760282021152
DNR-06143,55-64,NY,Individual,2.0,376.01,188.005,2.0,620.0,684.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,904,0.0,0.0,0.0,0.6858407079646017
DNR-06144,25-34,FL,Individual,4.0,584.39,146.0975,4.0,385.0,1266.0,293.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1384,0.0,0.0,0.0,0.2781791907514451
DNR-06145,18-24,PA,Corporate,3.0,10357.33,3452.443333333333,3.0,145.0,764.0,309.5,0.0,0.0,0.0,0.0,1.0,731.15,914,0.3333333333333333,0.07059251756968253,0.0,0.1586433260393873
DNR-06146,18-24,MI,Individual,5.0,1840.81,368.162,5.0,10.0,336.0,81.5,1.0,72.42,1.0,72.42,5.0,1840.81,423,1.0,1.0,0.6666666666666666,0.02364066193853428
DNR-06147,35-44,GA,Individual,2.0,318.05,159.025,2.0,631.0,708.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,0.0,0.0,0.0,0.4443661971830986
DNR-06148,25-34,MI,Individual,1.0,1129.59,1129.59,1.0,1281.0,1281.0,,0.0,0.0,0.0,0.0,0.0,0.0,1451,0.0,0.0,0.0,0.8828394210889042
DNR-06149,55-64,GA,Corporate,8.0,39595.86,4949.4825,8.0,91.0,1308.0,173.85714285714286,0.0,0.0,0.0,0.0,1.0,5844.7,1368,0.125,0.147608866179444,0.0,0.06652046783625731
DNR-06150,55-64,OH,Individual,7.0,3252.6699999999996,464.6671428571428,7.0,209.0,1231.0,170.33333333333334,0.0,0.0,0.0,0.0,1.0,263.8,1499,0.14285714285714285,0.08110260186246993,0.0,0.13942628418945963
DNR-06151,18-24,FL,Corporate,6.0,37916.79,6319.465,6.0,384.0,1308.0,184.8,0.0,0.0,0.0,0.0,0.0,0.0,1332,0.0,0.0,0.0,0.2882882882882883
DNR-06152,35-44,PA,Individual,8.0,2018.7900000000002,252.34875000000002,8.0,255.0,663.0,58.285714285714285,0.0,0.0,0.0,0.0,3.0,217.54,674,0.375,0.10775761718653251,0.0,0.37833827893175076
DNR-06153,55-64,MI,Individual,9.0,830.74,92.30444444444444,9.0,78.0,1237.0,144.875,0.0,0.0,1.0,48.28,1.0,48.28,1294,0.1111111111111111,0.05811685966728459,2.0,0.06027820710973725
DNR-06154,65+,PA,Individual,1.0,27.32,27.32,1.0,310.0,310.0,,0.0,0.0,0.0,0.0,1.0,27.32,334,1.0,1.0,0.0,0.9281437125748503
DNR-06155,25-34,MI,Individual,8.0,4272.6,534.075,8.0,289.0,1411.0,160.28571428571428,0.0,0.0,0.0,0.0,1.0,1151.99,1604,0.125,0.2696227121658943,0.0,0.18017456359102244
DNR-06156,45-54,GA,Individual,4.0,214.36,53.59,4.0,504.0,1329.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1366,0.0,0.0,0.0,0.3689604685212299
DNR-06157,25-34,MI,Individual,8.0,2482.26,310.2825,8.0,166.0,1348.0,168.85714285714286,0.0,0.0,0.0,0.0,1.0,33.86,1457,0.125,0.013640795081901169,0.0,0.11393273850377487
DNR-06158,25-34,WA,Individual,7.0,924.57,132.08142857142857,7.0,536.0,1453.0,152.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1585,0.0,0.0,0.0,0.33817034700315457
DNR-06159,55-64,OH,Individual,3.0,126.34,42.11333333333334,3.0,208.0,549.0,170.5,0.0,0.0,0.0,0.0,1.0,21.38,1729,0.3333333333333333,0.16922589836947918,0.0,0.12030075187969924
DNR-06160,35-44,OH,Individual,4.0,194.46,48.615,4.0,688.0,1458.0,256.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1705,0.0,0.0,0.0,0.4035190615835777
DNR-06161,35-44,TX,Individual,6.0,402.34000000000003,67.05666666666667,5.0,95.0,774.0,135.8,0.0,0.0,0.0,0.0,1.0,85.88,900,0.16666666666666666,0.2134513098374509,0.0,0.10555555555555556
DNR-06162,45-54,IL,Corporate,8.0,41707.69,5213.46125,8.0,72.0,874.0,114.57142857142857,0.0,0.0,1.0,1381.35,5.0,21347.14,897,0.625,0.5118274351804187,0.6666666666666666,0.0802675585284281
DNR-06163,45-54,IL,Major Donor,4.0,121686.95,30421.7375,4.0,212.0,1054.0,280.6666666666667,0.0,0.0,0.0,0.0,1.0,42225.84,1098,0.25,0.34700384881041063,0.0,0.1930783242258652
DNR-06164,45-54,NY,Individual,5.0,678.86,135.772,5.0,18.0,478.0,115.0,1.0,59.79,1.0,59.79,3.0,550.85,550,0.6,0.8114338744365555,1.0,0.03272727272727273
DNR-06165,35-44,NC,Individual,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,899,0.0,0.0,0.0,1.0
DNR-06166,18-24,CO,Individual,7.0,1321.75,188.82142857142858,7.0,109.0,898.0,131.5,0.0,0.0,0.0,0.0,1.0,628.66,936,0.14285714285714285,0.4756270096463022,0.0,0.11645299145299146
DNR-06167,55-64,NY,Major Donor,5.0,181182.7,36236.54,5.0,159.0,806.0,161.75,0.0,0.0,0.0,0.0,2.0,57176.990000000005,812,0.4,0.3155764319661866,0.0,0.1958128078817734
DNR-06168,18-24,CO,Individual,2.0,1226.3700000000001,613.1850000000001,2.0,354.0,406.0,52.0,0.0,0.0,0.0,0.0,1.0,1186.45,1479,0.5,0.967448649265719,0.0,0.23935091277890466
DNR-06169,55-64,TX,Individual,5.0,1826.33,365.26599999999996,5.0,652.0,1495.0,210.75,0.0,0.0,0.0,0.0,0.0,0.0,1615,0.0,0.0,0.0,0.4037151702786378
DNR-06170,25-34,CA,Individual,6.0,325.35999999999996,54.22666666666666,6.0,97.0,490.0,78.6,0.0,0.0,0.0,0.0,4.0,222.76999999999998,608,0.6666666666666666,0.6846877305138923,0.0,0.15953947368421054
DNR-06171,65+,FL,Individual,5.0,215.26,43.052,4.0,111.0,908.0,199.25,0.0,0.0,0.0,0.0,3.0,113.9,1066,0.6,0.5291275666635696,0.0,0.10412757973733583
DNR-06172,25-34,MI,Individual,8.0,587.63,73.45375,8.0,112.0,539.0,61.0,0.0,0.0,0.0,0.0,6.0,491.79,557,0.75,0.836904174395453,0.0,0.20107719928186715
DNR-06173,25-34,TX,Individual,2.0,137.22,68.61,2.0,64.0,1644.0,1580.0,0.0,0.0,1.0,41.86,1.0,41.86,1756,0.5,0.305057571782539,2.0,0.03644646924829157
DNR-06174,25-34,TX,Foundation,4.0,23115.56,5778.89,4.0,550.0,814.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1113,0.0,0.0,0.0,0.4941599281221923
DNR-06175,25-34,CA,Foundation,4.0,54283.82,13570.955,4.0,62.0,1432.0,456.6666666666667,0.0,0.0,1.0,11080.37,1.0,11080.37,1813,0.25,0.20411920163319386,2.0,0.03419746276889134
DNR-06176,35-44,WA,Individual,4.0,2375.21,593.8025,4.0,272.0,1556.0,428.0,0.0,0.0,0.0,0.0,1.0,70.99,1743,0.25,0.029887883597660835,0.0,0.15605278255880667
DNR-06177,55-64,NY,Individual,4.0,2608.91,652.2275,4.0,1.0,135.0,44.666666666666664,1.0,2152.96,3.0,2262.25,4.0,2608.91,177,1.0,1.0,2.4,0.005649717514124294
DNR-06178,45-54,PA,Individual,6.0,822.5500000000001,137.09166666666667,6.0,339.0,1474.0,227.0,0.0,0.0,0.0,0.0,1.0,21.42,1594,0.16666666666666666,0.026040970153790043,0.0,0.21267252195734002
DNR-06179,45-54,NY,Individual,8.0,1224.82,153.1025,8.0,194.0,880.0,98.0,0.0,0.0,0.0,0.0,2.0,519.11,1246,0.25,0.4238255417122516,0.0,0.15569823434991975
DNR-06180,45-54,NC,Corporate,1.0,6264.49,6264.49,1.0,348.0,348.0,,0.0,0.0,0.0,0.0,1.0,6264.49,1364,1.0,1.0,0.0,0.25513196480938416
DNR-06181,45-54,FL,Individual,4.0,237.68,59.42,4.0,5.0,144.0,46.333333333333336,2.0,151.72,3.0,164.63,4.0,237.68,171,1.0,1.0,2.4,0.029239766081871343
DNR-06182,55-64,FL,Individual,6.0,468.40999999999997,78.06833333333333,6.0,26.0,491.0,93.0,1.0,34.71,1.0,34.71,5.0,417.00999999999993,549,0.8333333333333334,0.8902670737174696,0.6666666666666666,0.04735883424408015
DNR-06183,55-64,OH,Individual,5.0,754.64,150.928,5.0,10.0,34.0,6.0,2.0,200.32,5.0,754.64,5.0,754.64,34,1.0,1.0,3.3333333333333335,0.29411764705882354
DNR-06184,25-34,NC,Individual,9.0,397.49,44.16555555555556,9.0,399.0,1378.0,122.375,0.0,0.0,0.0,0.0,0.0,0.0,1492,0.0,0.0,0.0,0.26742627345844505
DNR-06185,45-54,NC,Individual,5.0,571.7,114.34,5.0,265.0,1663.0,349.5,0.0,0.0,0.0,0.0,1.0,40.97,1772,0.2,0.07166345985656812,0.0,0.14954853273137697
DNR-06186,25-34,IL,Individual,3.0,2221.65,740.5500000000001,3.0,26.0,503.0,238.5,1.0,84.59,1.0,84.59,2.0,535.12,505,0.6666666666666666,0.24086602300092272,1.3333333333333333,0.05148514851485148
DNR-06187,25-34,MI,Individual,3.0,145.7,48.56666666666666,3.0,38.0,238.0,100.0,0.0,0.0,1.0,19.54,3.0,145.7,285,1.0,1.0,1.0,0.13333333333333333
DNR-06188,35-44,MI,Individual,2.0,348.13,174.065,2.0,790.0,1134.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,1709,0.0,0.0,0.0,0.46225863077823287
DNR-06189,55-64,MI,Individual,6.0,870.66,145.10999999999999,6.0,194.0,1007.0,162.6,0.0,0.0,0.0,0.0,1.0,364.26,1022,0.16666666666666666,0.41837226931293503,0.0,0.1898238747553816
DNR-06190,18-24,TX,Individual,1.0,40.05,40.05,1.0,376.0,376.0,,0.0,0.0,0.0,0.0,0.0,0.0,567,0.0,0.0,0.0,0.6631393298059964
DNR-06191,35-44,CA,Foundation,7.0,108706.63,15529.518571428573,7.0,73.0,1101.0,171.33333333333334,0.0,0.0,1.0,15319.88,2.0,36108.04,1329,0.2857142857142857,0.33216042112610794,1.3333333333333333,0.05492851768246802
DNR-06192,45-54,IL,Individual,4.0,659.4,164.85,3.0,328.0,745.0,139.0,0.0,0.0,0.0,0.0,1.0,379.2,841,0.25,0.5750682438580528,0.0,0.39001189060642094
DNR-06193,18-24,TX,Individual,3.0,166.0,55.333333333333336,3.0,272.0,1358.0,543.0,0.0,0.0,0.0,0.0,1.0,59.43,1499,0.3333333333333333,0.3580120481927711,0.0,0.18145430286857905
DNR-06194,25-34,CA,Individual,4.0,2388.23,597.0575,4.0,276.0,558.0,94.0,0.0,0.0,0.0,0.0,1.0,89.24,607,0.25,0.03736658529538612,0.0,0.4546952224052718
DNR-06195,35-44,MI,Individual,1.0,46.18,46.18,1.0,418.0,418.0,,0.0,0.0,0.0,0.0,0.0,0.0,667,0.0,0.0,0.0,0.6266866566716641
DNR-06196,25-34,OH,Individual,10.0,2289.75,228.975,8.0,14.0,136.0,13.555555555555555,2.0,85.11,6.0,342.71000000000004,10.0,2289.75,195,1.0,1.0,2.1818181818181817,0.07179487179487179
DNR-06197,25-34,GA,Individual,3.0,492.65999999999997,164.22,3.0,416.0,567.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,912,0.0,0.0,0.0,0.45614035087719296
DNR-06198,35-44,OH,Individual,5.0,372.75,74.55,5.0,62.0,1007.0,236.25,0.0,0.0,1.0,30.93,1.0,30.93,1064,0.2,0.08297786720321931,2.0,0.05827067669172932
DNR-06199,35-44,TX,Foundation,6.0,39717.11,6619.518333333333,6.0,15.0,67.0,10.4,3.0,26370.0,6.0,39717.10999999999,6.0,39717.10999999999,76,1.0,0.9999999999999998,3.4285714285714284,0.19736842105263158
DNR-06200,45-54,OH,Corporate,5.0,21656.97,4331.394,5.0,63.0,449.0,96.5,0.0,0.0,2.0,12137.230000000001,3.0,16219.080000000002,459,0.6,0.7489080882505725,2.0,0.13725490196078433
DNR-06201,55-64,TX,Individual,5.0,302.91,60.58200000000001,5.0,260.0,1243.0,245.75,0.0,0.0,0.0,0.0,1.0,55.19,1311,0.2,0.1821993331352547,0.0,0.19832189168573608
DNR-06202,45-54,CA,Individual,6.0,2549.47,424.91166666666663,6.0,35.0,384.0,69.8,0.0,0.0,2.0,131.97,5.0,2501.0899999999997,390,0.8333333333333334,0.981023506846521,1.3333333333333333,0.08974358974358974
DNR-06203,25-34,NY,Individual,6.0,1888.17,314.695,6.0,192.0,687.0,99.0,0.0,0.0,0.0,0.0,2.0,114.16,908,0.3333333333333333,0.06046065767383233,0.0,0.21145374449339208
DNR-06204,45-54,NC,Individual,5.0,255.04000000000002,51.008,5.0,94.0,538.0,111.0,0.0,0.0,0.0,0.0,3.0,87.07999999999998,657,0.6,0.3414366373902132,0.0,0.1430745814307458
DNR-06205,25-34,NY,Individual,3.0,183.26,61.086666666666666,3.0,299.0,848.0,274.5,0.0,0.0,0.0,0.0,1.0,50.7,1276,0.3333333333333333,0.27665611699225146,0.0,0.23432601880877743
