donation_id,donor_id,donation_date,amount,campaign_id
DON-031204,DNR-07082,2025-11-04,82.16,CMP-0087
DON-031205,DNR-00064,2025-07-22,38.48,CMP-0071
DON-031206,DNR-07794,2025-04-29,99.77,CMP-0053
DON-031207,DNR-08553,2025-10-14,44.51,CMP-0088
DON-031208,DNR-08521,2024-05-23,83.3,CMP-0042
DON-031209,DNR-09859,2022-05-14,299.4,CMP-0026
DON-031210,DNR-01723,2025-01-29,423.67,CMP-0003
DON-031211,DNR-09757,2021-11-09,87.28,CMP-0064
DON-031212,DNR-06853,2021-09-13,41.34,CMP-0009
DON-031213,DNR-01578,2024-09-18,63.88,CMP-0037
DON-031214,DNR-02530,2025-04-11,76.8,CMP-0073
DON-031215,DNR-08735,2025-10-02,40996.47,CMP-0051
DON-031216,DNR-06604,2023-10-11,377.16,CMP-0016
DON-031217,DNR-07423,2023-07-27,48.85,CMP-0071
DON-031218,DNR-01623,2025-10-09,31.36,CMP-0074
DON-031219,DNR-02156,2025-11-09,9062.82,CMP-0075
DON-031220,DNR-00294,2025-09-21,345.25,CMP-0041
DON-031221,DNR-00804,2023-09-24,59.13,CMP-0087
DON-031222,DNR-07184,2024-10-30,68.04,CMP-0077
DON-031223,DNR-03332,2025-02-22,468.15,CMP-0045
DON-031224,DNR-05664,2021-11-11,27.57,CMP-0048
DON-031225,DNR-05293,2025-08-03,80.47,CMP-0091
DON-031226,DNR-01217,2022-10-05,566.49,CMP-0090
DON-031227,DNR-06745,2024-11-18,262.49,CMP-0014
DON-031228,DNR-00229,2025-04-05,16.54,CMP-0016
DON-031229,DNR-03089,2023-08-18,60.89,CMP-0014
DON-031230,DNR-08268,2025-10-02,25.74,CMP-0084
DON-031231,DNR-05784,2024-04-01,2272.13,CMP-0003
DON-031232,DNR-08324,2024-06-01,2261.1,CMP-0034
DON-031233,DNR-01350,2025-02-04,352.03,CMP-0019
DON-031234,DNR-00448,2025-12-08,119.13,CMP-0064
DON-031235,DNR-05414,2023-04-15,50.78,CMP-0089
DON-031236,DNR-00771,2025-07-03,21495.16,CMP-0013
DON-031237,DNR-08578,2025-11-06,43.45,CMP-0075
DON-031238,DNR-04680,2024-01-29,239.05,CMP-0095
DON-031239,DNR-00347,2025-11-12,447.98,CMP-0070
DON-031240,DNR-07557,2024-04-17,37.88,CMP-0041
DON-031241,DNR-02536,2023-07-20,43.78,CMP-0073
DON-031242,DNR-07866,2024-10-11,72.6,CMP-0087
DON-031243,DNR-08555,2023-06-15,185.27,CMP-0007
DON-031244,DNR-03641,2025-09-07,14.19,CMP-0077
DON-031245,DNR-01485,2025-05-14,349.79,CMP-0005
DON-031246,DNR-02550,2025-05-29,71.81,CMP-0094
DON-031247,DNR-00798,2024-03-27,567.38,CMP-0100
DON-031248,DNR-03166,2025-04-23,91.38,CMP-0008
DON-031249,DNR-00505,2023-08-31,29.96,CMP-0047
DON-031250,DNR-05110,2024-01-12,12.29,CMP-0060
DON-031251,DNR-08028,2025-05-27,41.44,CMP-0024
DON-031252,DNR-09662,2025-12-01,46.66,CMP-0030
DON-031253,DNR-07178,2022-11-13,22542.14,CMP-0055
DON-031254,DNR-05457,2024-04-30,155.84,CMP-0060
DON-031255,DNR-01020,2022-08-12,87.08,CMP-0046
DON-031256,DNR-08961,2025-01-16,11856.07,CMP-0027
DON-031257,DNR-07943,2025-03-27,205.56,CMP-0046
DON-031258,DNR-04372,2025-11-17,49.49,CMP-0014
DON-031259,DNR-02583,2025-05-17,18.39,CMP-0087
DON-031260,DNR-08641,2025-03-31,37.15,CMP-0059
DON-031261,DNR-07013,2024-09-12,2027.11,CMP-0061
DON-031262,DNR-01276,2024-12-27,60.13,CMP-0053
DON-031263,DNR-06580,2025-05-01,376.14,CMP-0034
DON-031264,DNR-06635,2025-12-25,1511.64,CMP-0018
DON-031265,DNR-08768,2025-08-23,289.21,CMP-0072
DON-031266,DNR-02497,2024-11-27,53.64,CMP-0044
DON-031267,DNR-00494,2025-07-11,1623.68,CMP-0009
DON-031268,DNR-02445,2024-02-16,318.25,CMP-0011
DON-031269,DNR-05379,2023-04-17,53.25,CMP-0043
DON-031270,DNR-06685,2024-11-09,28.7,CMP-0029
DON-031271,DNR-07793,2024-04-10,39.64,CMP-0011
DON-031272,DNR-01315,2022-10-14,4534.09,CMP-0054
DON-031273,DNR-04830,2025-06-28,68.56,CMP-0056
DON-031274,DNR-02332,2025-05-23,21.38,CMP-0013
DON-031275,DNR-03912,2025-01-24,288.11,CMP-0096
DON-031276,DNR-01397,2025-01-12,95.4,CMP-0078
DON-031277,DNR-09446,2025-01-25,19.79,CMP-0005
DON-031278,DNR-05121,2025-10-21,14.73,CMP-0023
DON-031279,DNR-09650,2025-06-08,467.17,CMP-0001
DON-031280,DNR-03936,2023-12-15,28635.67,CMP-0050
DON-031281,DNR-03607,2025-12-10,299.57,CMP-0042
DON-031282,DNR-05203,2025-10-20,35.04,CMP-0070
DON-031283,DNR-07032,2025-05-07,51.71,CMP-0083
DON-031284,DNR-02849,2025-08-14,15.02,CMP-0002
DON-031285,DNR-04541,2022-12-19,84.6,CMP-0027
DON-031286,DNR-09782,2024-07-04,58.95,CMP-0066
DON-031287,DNR-01178,2023-02-10,32.51,CMP-0079
DON-031288,DNR-02213,2023-01-25,322.89,CMP-0036
DON-031289,DNR-06404,2025-04-24,62.8,CMP-0011
DON-031290,DNR-06817,2025-07-21,42.89,CMP-0044
DON-031291,DNR-04180,2025-05-21,414.22,CMP-0076
DON-031292,DNR-06556,2025-04-27,4086.49,CMP-0093
DON-031293,DNR-04273,2025-09-26,25.62,CMP-0009
DON-031294,DNR-09890,2025-05-07,83.25,CMP-0027
DON-031295,DNR-04655,2023-10-30,2966.65,CMP-0053
DON-031296,DNR-01311,2024-07-26,86.97,CMP-0027
DON-031297,DNR-04773,2025-12-11,53.39,CMP-0043
DON-031298,DNR-08342,2025-12-07,257.2,CMP-0067
DON-031299,DNR-04870,2024-06-30,56.3,CMP-0061
DON-031300,DNR-02136,2025-08-29,83.27,CMP-0012
DON-031301,DNR-05774,2024-01-12,80.83,CMP-0099
DON-031302,DNR-06009,2024-01-07,7448.77,CMP-0096
DON-031303,DNR-07838,2023-02-01,59.39,CMP-0024
DON-031304,DNR-02189,2025-09-07,77.93,CMP-0022
DON-031305,DNR-07046,2025-01-04,70.1,CMP-0047
DON-031306,DNR-02694,2025-06-21,247.9,CMP-0057
DON-031307,DNR-01804,2022-09-09,361.82,CMP-0043
DON-031308,DNR-08662,2024-11-13,52.21,CMP-0097
DON-031309,DNR-06249,2025-10-29,449.28,CMP-0018
DON-031310,DNR-04395,2025-05-28,1611.76,CMP-0095
DON-031311,DNR-01603,2025-10-11,12.75,CMP-0001
DON-031312,DNR-09796,2023-09-16,45.56,CMP-0030
DON-031313,DNR-01085,2022-06-25,29.89,CMP-0082
DON-031314,DNR-00582,2024-12-29,6953.82,CMP-0026
DON-031315,DNR-00971,2025-09-02,84.29,CMP-0049
DON-031316,DNR-06336,2025-10-28,29.31,CMP-0076
DON-031317,DNR-03924,2025-10-29,11.47,CMP-0077
DON-031318,DNR-03609,2025-03-14,62.28,CMP-0078
DON-031319,DNR-03698,2024-03-23,454.88,CMP-0050
DON-031320,DNR-03015,2025-06-22,13.9,CMP-0050
DON-031321,DNR-09616,2022-04-16,387.64,CMP-0036
DON-031322,DNR-06879,2024-08-06,58.9,CMP-0031
DON-031323,DNR-07063,2025-08-29,11.3,CMP-0071
DON-031324,DNR-04443,2022-12-08,94.39,CMP-0096
DON-031325,DNR-06575,2025-10-14,486.97,CMP-0095
DON-031326,DNR-03138,2023-05-18,5466.65,CMP-0090
DON-031327,DNR-01035,2024-11-30,414.82,CMP-0014
DON-031328,DNR-00974,2025-05-23,91.65,CMP-0032
DON-031329,DNR-09629,2024-05-06,47.05,CMP-0052
DON-031330,DNR-05242,2024-12-21,46.28,CMP-0089
DON-031331,DNR-03744,2025-11-30,2367.52,CMP-0009
DON-031332,DNR-07613,2025-03-03,14.19,CMP-0038
DON-031333,DNR-00812,2023-02-03,103.86,CMP-0073
DON-031334,DNR-07606,2025-10-14,9807.38,CMP-0014
DON-031335,DNR-01816,2022-11-26,68.09,CMP-0046
DON-031336,DNR-08496,2025-09-13,260.18,CMP-0092
DON-031337,DNR-02690,2025-04-10,1577.46,CMP-0046
DON-031338,DNR-08954,2025-10-25,1483.1,CMP-0004
DON-031339,DNR-09167,2025-09-05,4755.26,CMP-0037
DON-031340,DNR-08289,2025-07-28,304.42,CMP-0053
DON-031341,DNR-00207,2025-11-07,60.34,CMP-0069
DON-031342,DNR-03560,2024-06-27,261.89,CMP-0084
DON-031343,DNR-04897,2024-08-16,15.14,CMP-0004
DON-031344,DNR-09027,2024-03-21,205.41,CMP-0041
DON-031345,DNR-09343,2022-10-23,18.89,CMP-0050
DON-031346,DNR-00856,2023-10-24,60.57,CMP-0008
DON-031347,DNR-07411,2025-05-27,80.26,CMP-0078
DON-031348,DNR-00654,2022-04-28,176.69,CMP-0051
DON-031349,DNR-09445,2023-04-18,11.38,CMP-0039
DON-031350,DNR-00059,2022-07-12,88.65,CMP-0040
DON-031351,DNR-05351,2024-02-16,23.28,CMP-0097
DON-031352,DNR-03191,2025-10-06,37.51,CMP-0047
DON-031353,DNR-02190,2022-06-26,26.6,CMP-0077
DON-031354,DNR-02995,2025-09-24,26.05,CMP-0078
DON-031355,DNR-05086,2023-09-19,27.6,CMP-0020
DON-031356,DNR-02089,2025-07-13,17.61,CMP-0046
DON-031357,DNR-01313,2025-09-28,84.0,CMP-0041
DON-031358,DNR-05195,2025-11-28,90.73,CMP-0051
DON-031359,DNR-04145,2023-05-02,11.61,CMP-0070
DON-031360,DNR-06572,2025-11-15,24.67,CMP-0015
DON-031361,DNR-09218,2025-08-08,2032.11,CMP-0045
DON-031362,DNR-05208,2025-09-22,53.83,CMP-0031
DON-031363,DNR-03935,2025-09-20,73.66,CMP-0061
DON-031364,DNR-03839,2023-10-16,59.53,CMP-0090
DON-031365,DNR-04114,2024-11-05,828.42,CMP-0018
DON-031366,DNR-05762,2024-01-19,52.71,CMP-0013
DON-031367,DNR-05302,2023-08-07,1710.81,CMP-0091
DON-031368,DNR-03797,2025-05-12,83.24,CMP-0009
DON-031369,DNR-00482,2025-03-02,16517.49,CMP-0090
DON-031370,DNR-09756,2022-06-02,13.35,CMP-0012
DON-031371,DNR-00044,2025-11-24,48.33,CMP-0089
DON-031372,DNR-07217,2022-11-12,3560.13,CMP-0089
DON-031373,DNR-09622,2024-12-05,53.89,CMP-0057
DON-031374,DNR-03710,2025-06-27,279.0,CMP-0080
DON-031375,DNR-08929,2023-07-03,844.72,CMP-0013
DON-031376,DNR-09169,2024-06-07,37.58,CMP-0004
DON-031377,DNR-00458,2025-10-09,220.66,CMP-0029
DON-031378,DNR-06962,2022-11-30,108.54,CMP-0098
DON-031379,DNR-05780,2025-12-25,67.67,CMP-0018
DON-031380,DNR-08694,2025-07-30,90.45,CMP-0088
DON-031381,DNR-07924,2025-11-09,11.25,CMP-0026
DON-031382,DNR-09991,2025-03-07,27.11,CMP-0003
DON-031383,DNR-05146,2025-08-01,84.31,CMP-0014
DON-031384,DNR-02187,2023-12-11,11.63,CMP-0054
DON-031385,DNR-06072,2025-10-15,163.2,CMP-0022
DON-031386,DNR-00953,2025-05-03,37.22,CMP-0024
DON-031387,DNR-05215,2023-01-20,18.17,CMP-0023
DON-031388,DNR-02336,2024-12-09,12.6,CMP-0084
DON-031389,DNR-07246,2025-02-28,32.75,CMP-0068
DON-031390,DNR-07130,2025-12-05,70.59,CMP-0078
DON-031391,DNR-02796,2024-08-24,61.26,CMP-0048
DON-031392,DNR-09732,2025-05-25,147.17,CMP-0083
DON-031393,DNR-04803,2025-07-15,136.18,CMP-0066
DON-031394,DNR-02596,2024-09-16,380.91,CMP-0006
DON-031395,DNR-07664,2025-05-25,28.7,CMP-0058
DON-031396,DNR-08495,2024-09-04,61.35,CMP-0020
DON-031397,DNR-06697,2024-04-06,78.66,CMP-0016
DON-031398,DNR-09350,2023-07-30,26.89,CMP-0046
DON-031399,DNR-05784,2024-08-06,2441.8,CMP-0088
DON-031400,DNR-03138,2025-12-26,5461.63,CMP-0043
DON-031401,DNR-09637,2025-04-03,2414.99,CMP-0094
DON-031402,DNR-09484,2025-01-17,59.59,CMP-0058
DON-031403,DNR-04063,2024-03-29,94.05,CMP-0081
DON-031404,DNR-05581,2022-11-15,7251.81,CMP-0006
DON-031405,DNR-05575,2024-10-19,57.59,CMP-0046
DON-031406,DNR-00580,2024-03-21,1130.03,CMP-0021
DON-031407,DNR-06723,2024-09-06,49.23,CMP-0041
DON-031408,DNR-05532,2022-10-04,309.16,CMP-0033
DON-031409,DNR-03418,2025-05-04,36.75,CMP-0099
DON-031410,DNR-05306,2025-12-01,252.62,CMP-0018
DON-031411,DNR-05127,2025-01-22,11.2,CMP-0069
DON-031412,DNR-06282,2024-03-10,236.87,CMP-0008
DON-031413,DNR-08736,2025-07-25,19.9,CMP-0070
DON-031414,DNR-05849,2024-06-01,12.26,CMP-0081
DON-031415,DNR-01706,2025-09-29,67.49,CMP-0054
DON-031416,DNR-02260,2025-08-30,9593.22,CMP-0091
DON-031417,DNR-00275,2022-02-02,74.46,CMP-0092
DON-031418,DNR-08255,2025-07-03,97.26,CMP-0001
DON-031419,DNR-03085,2025-10-05,82.94,CMP-0052
DON-031420,DNR-03481,2025-01-06,71.51,CMP-0072
DON-031421,DNR-01831,2024-10-03,74.66,CMP-0097
DON-031422,DNR-01698,2024-06-16,481.22,CMP-0073
DON-031423,DNR-04418,2025-07-19,70.45,CMP-0061
DON-031424,DNR-00021,2023-09-29,81.17,CMP-0064
DON-031425,DNR-09766,2023-01-24,97.28,CMP-0016
DON-031426,DNR-01335,2025-03-03,199.99,CMP-0091
DON-031427,DNR-00636,2023-07-15,56.66,CMP-0082
DON-031428,DNR-06045,2022-10-04,5210.48,CMP-0068
DON-031429,DNR-01342,2025-10-04,15.51,CMP-0095
DON-031430,DNR-04767,2023-10-10,75.98,CMP-0060
DON-031431,DNR-01255,2024-02-28,87.64,CMP-0002
DON-031432,DNR-05609,2025-07-28,82.95,CMP-0079
DON-031433,DNR-06137,2025-11-01,71.68,CMP-0083
DON-031434,DNR-05070,2025-07-23,16.73,CMP-0071
DON-031435,DNR-05222,2025-04-08,419.67,CMP-0060
DON-031436,DNR-00883,2024-10-15,26.49,CMP-0005
DON-031437,DNR-09235,2025-12-04,70.35,CMP-0058
DON-031438,DNR-00256,2021-11-19,98.1,CMP-0062
DON-031439,DNR-03169,2024-11-02,30.35,CMP-0066
DON-031440,DNR-04348,2025-07-08,80.99,CMP-0060
DON-031441,DNR-04980,2024-09-25,91.61,CMP-0006
DON-031442,DNR-07373,2025-07-18,73.42,CMP-0002
DON-031443,DNR-03737,2025-06-23,2902.6,CMP-0055
DON-031444,DNR-02601,2025-12-23,19.43,CMP-0100
DON-031445,DNR-07712,2023-06-06,9518.81,CMP-0097
DON-031446,DNR-09288,2025-11-14,49.32,CMP-0007
DON-031447,DNR-07740,2026-01-01,97.48,CMP-0073
DON-031448,DNR-04507,2025-10-10,31.78,CMP-0039
DON-031449,DNR-04389,2025-10-19,42.51,CMP-0043
DON-031450,DNR-03499,2025-02-14,27.93,CMP-0058
DON-031451,DNR-04967,2024-05-30,47.27,CMP-0079
DON-031452,DNR-07746,2025-05-04,102.86,CMP-0084
DON-031453,DNR-03450,2025-06-25,9585.3,CMP-0023
DON-031454,DNR-04550,2025-10-19,9510.43,CMP-0001
DON-031455,DNR-07828,2024-05-19,67.21,CMP-0006
DON-031456,DNR-07144,2024-04-14,51.81,CMP-0039
DON-031457,DNR-02824,2024-12-07,88.8,CMP-0093
DON-031458,DNR-07106,2025-03-30,60.59,CMP-0100
DON-031459,DNR-08220,2023-03-26,257.4,CMP-0025
DON-031460,DNR-03928,2024-06-03,335.69,CMP-0063
DON-031461,DNR-04619,2025-01-17,1009.32,CMP-0036
DON-031462,DNR-06416,2023-07-14,90.93,CMP-0051
DON-031463,DNR-03179,2025-12-14,455.7,CMP-0026
DON-031464,DNR-00540,2025-12-26,80.92,CMP-0002
DON-031465,DNR-05222,2024-07-04,39.36,CMP-0009
DON-031466,DNR-04695,2025-09-18,92.73,CMP-0090
DON-031467,DNR-08146,2024-11-14,17.1,CMP-0013
DON-031468,DNR-05345,2025-11-17,48.24,CMP-0096
DON-031469,DNR-07320,2023-11-22,25.42,CMP-0016
DON-031470,DNR-05977,2025-08-21,363.76,CMP-0054
DON-031471,DNR-00837,2024-11-19,72.44,CMP-0071
DON-031472,DNR-01710,2024-06-14,28.66,CMP-0002
DON-031473,DNR-05308,2022-09-01,185.61,CMP-0024
DON-031474,DNR-03849,2024-08-20,92.11,CMP-0035
DON-031475,DNR-03999,2025-08-17,52.71,CMP-0017
DON-031476,DNR-08708,2025-03-08,328.51,CMP-0046
DON-031477,DNR-00117,2024-10-05,1737.39,CMP-0042
DON-031478,DNR-06011,2025-12-03,3819.25,CMP-0074
DON-031479,DNR-01283,2025-12-03,184.98,CMP-0074
DON-031480,DNR-00851,2023-03-21,50.83,CMP-0015
DON-031481,DNR-06848,2023-03-29,420.43,CMP-0066
DON-031482,DNR-04420,2025-02-13,48.98,CMP-0050
DON-031483,DNR-00308,2024-09-30,2408.26,CMP-0077
DON-031484,DNR-09207,2022-11-17,94.34,CMP-0013
DON-031485,DNR-01023,2025-12-31,47.89,CMP-0069
DON-031486,DNR-06323,2025-08-24,63.95,CMP-0066
DON-031487,DNR-05598,2021-10-06,37.98,CMP-0067
DON-031488,DNR-05385,2023-11-09,22.96,CMP-0036
DON-031489,DNR-08888,2025-07-08,59.62,CMP-0074
DON-031490,DNR-03132,2025-12-12,6747.07,CMP-0071
DON-031491,DNR-04161,2022-10-11,63.74,CMP-0070
DON-031492,DNR-03002,2025-01-29,83.67,CMP-0065
DON-031493,DNR-01224,2024-02-23,78.66,CMP-0058
DON-031494,DNR-01644,2023-06-05,318.99,CMP-0010
DON-031495,DNR-07569,2023-05-12,40.82,CMP-0095
DON-031496,DNR-06850,2025-10-23,93.24,CMP-0076
DON-031497,DNR-06725,2025-06-10,43.57,CMP-0052
DON-031498,DNR-09649,2025-02-28,47.42,CMP-0043
DON-031499,DNR-08799,2022-11-28,359.6,CMP-0052
DON-031500,DNR-03076,2021-12-26,1930.03,CMP-0091
DON-031501,DNR-06953,2024-03-11,78.7,CMP-0057
DON-031502,DNR-02085,2024-06-29,9908.3,CMP-0048
DON-031503,DNR-05256,2025-09-09,34741.09,CMP-0057
DON-031504,DNR-00531,2025-10-13,96.82,CMP-0052
DON-031505,DNR-00837,2024-10-14,1069.56,CMP-0062
DON-031506,DNR-03999,2022-06-11,89.42,CMP-0019
DON-031507,DNR-00605,2024-04-27,35.61,CMP-0047
DON-031508,DNR-05184,2024-07-31,1543.35,CMP-0075
DON-031509,DNR-09610,2023-08-29,49.59,CMP-0014
DON-031510,DNR-02857,2024-09-27,50.96,CMP-0057
DON-031511,DNR-01988,2025-11-17,71.72,CMP-0022
DON-031512,DNR-07217,2023-12-17,1210.17,CMP-0011
DON-031513,DNR-03419,2025-10-04,185.95,CMP-0001
DON-031514,DNR-09014,2025-10-01,239.86,CMP-0002
DON-031515,DNR-07558,2022-06-27,14.93,CMP-0034
DON-031516,DNR-03519,2025-12-31,80.92,CMP-0094
DON-031517,DNR-02377,2025-10-15,10.96,CMP-0031
DON-031518,DNR-08602,2025-09-29,80.55,CMP-0016
DON-031519,DNR-05208,2025-04-14,39.74,CMP-0002
DON-031520,DNR-05542,2023-09-28,35.37,CMP-0003
DON-031521,DNR-02061,2024-11-03,81.13,CMP-0076
DON-031522,DNR-02051,2024-08-18,14.94,CMP-0034
DON-031523,DNR-03905,2025-12-13,12.6,CMP-0045
DON-031524,DNR-09879,2025-03-03,4237.51,CMP-0099
DON-031525,DNR-03594,2025-09-04,1064.47,CMP-0073
DON-031526,DNR-06742,2025-08-05,52.96,CMP-0021
DON-031527,DNR-05363,2024-07-03,92.03,CMP-0053
DON-031528,DNR-02213,2024-11-17,95.05,CMP-0053
DON-031529,DNR-02060,2024-10-24,88.82,CMP-0017
DON-031530,DNR-00154,2024-11-15,87.02,CMP-0095
DON-031531,DNR-04086,2025-03-04,65.12,CMP-0024
DON-031532,DNR-00508,2025-08-14,19674.26,CMP-0048
DON-031533,DNR-06297,2025-04-07,4969.78,CMP-0034
DON-031534,DNR-04817,2025-05-31,52.93,CMP-0095
DON-031535,DNR-06677,2025-12-27,72.66,CMP-0095
DON-031536,DNR-06756,2024-08-17,4600.06,CMP-0092
DON-031537,DNR-07324,2022-11-18,86.38,CMP-0050
DON-031538,DNR-03959,2025-06-23,63.23,CMP-0048
DON-031539,DNR-01440,2025-10-10,70.65,CMP-0034
DON-031540,DNR-00234,2025-11-01,822.8,CMP-0002
DON-031541,DNR-09793,2024-04-11,2438.8,CMP-0068
DON-031542,DNR-08482,2025-05-19,55.8,CMP-0098
DON-031543,DNR-02523,2022-12-14,64.58,CMP-0038
DON-031544,DNR-06957,2023-11-30,32.26,CMP-0045
DON-031545,DNR-03533,2025-11-20,789.25,CMP-0026
DON-031546,DNR-09453,2024-05-12,419.63,CMP-0030
DON-031547,DNR-07239,2023-12-12,2112.56,CMP-0065
DON-031548,DNR-08800,2025-02-27,12.67,CMP-0041
DON-031549,DNR-05920,2023-04-25,36.76,CMP-0055
DON-031550,DNR-00097,2023-06-23,34.96,CMP-0004
DON-031551,DNR-06369,2025-12-02,18.47,CMP-0062
DON-031552,DNR-08409,2025-10-11,67.8,CMP-0071
DON-031553,DNR-08543,2025-12-25,448.69,CMP-0045
DON-031554,DNR-01551,2024-10-16,31.06,CMP-0033
DON-031555,DNR-05918,2024-04-30,5881.24,CMP-0070
DON-031556,DNR-03319,2025-04-27,276.4,CMP-0025
DON-031557,DNR-09944,2023-01-23,8647.78,CMP-0037
DON-031558,DNR-08403,2025-11-10,242.51,CMP-0037
DON-031559,DNR-00551,2025-06-11,95.33,CMP-0039
DON-031560,DNR-01475,2024-10-12,5537.68,CMP-0046
DON-031561,DNR-06875,2025-06-21,79.98,CMP-0099
DON-031562,DNR-01646,2024-03-20,53.89,CMP-0088
DON-031563,DNR-07457,2025-12-09,83.78,CMP-0024
DON-031564,DNR-03949,2024-07-12,64.87,CMP-0041
DON-031565,DNR-02045,2023-08-17,84.51,CMP-0058
DON-031566,DNR-06420,2024-12-08,10.02,CMP-0028
DON-031567,DNR-03042,2025-04-28,13.19,CMP-0016
DON-031568,DNR-07817,2025-12-25,261.45,CMP-0079
DON-031569,DNR-03388,2024-11-29,427.82,CMP-0010
DON-031570,DNR-04443,2023-06-01,149.78,CMP-0042
DON-031571,DNR-02927,2025-11-23,23.85,CMP-0062
DON-031572,DNR-01692,2025-06-04,100.49,CMP-0020
DON-031573,DNR-06833,2025-07-11,28.86,CMP-0064
DON-031574,DNR-00289,2025-12-05,53.88,CMP-0026
DON-031575,DNR-00092,2023-01-04,58.07,CMP-0008
DON-031576,DNR-01746,2023-04-27,65.41,CMP-0046
DON-031577,DNR-02084,2023-08-26,7608.92,CMP-0056
DON-031578,DNR-07848,2022-08-23,1253.74,CMP-0027
DON-031579,DNR-01211,2025-01-27,270.47,CMP-0035
DON-031580,DNR-04126,2022-11-30,398.53,CMP-0026
DON-031581,DNR-03189,2025-08-16,3271.69,CMP-0065
DON-031582,DNR-09295,2026-01-01,51.63,CMP-0036
DON-031583,DNR-08247,2025-07-08,36.24,CMP-0019
DON-031584,DNR-02963,2022-11-08,353.74,CMP-0045
DON-031585,DNR-07843,2025-05-17,85.44,CMP-0038
DON-031586,DNR-09032,2023-07-01,343.36,CMP-0095
DON-031587,DNR-07320,2024-03-02,66.04,CMP-0038
DON-031588,DNR-08749,2025-12-29,46.07,CMP-0086
DON-031589,DNR-03464,2024-10-30,68.49,CMP-0002
DON-031590,DNR-01375,2024-07-01,61.96,CMP-0039
DON-031591,DNR-04072,2025-11-01,109.57,CMP-0019
DON-031592,DNR-06846,2024-10-06,13879.81,CMP-0080
DON-031593,DNR-00297,2025-02-09,85.84,CMP-0079
DON-031594,DNR-00029,2025-06-20,63.81,CMP-0082
DON-031595,DNR-08438,2024-06-19,12.61,CMP-0080
DON-031596,DNR-06945,2025-07-22,298.41,CMP-0074
DON-031597,DNR-08620,2024-12-05,76.31,CMP-0089
DON-031598,DNR-06480,2025-12-11,42.8,CMP-0080
DON-031599,DNR-02328,2025-09-12,95.48,CMP-0083
DON-031600,DNR-07777,2023-10-23,96.46,CMP-0093
DON-031601,DNR-08287,2024-03-06,64.6,CMP-0053
DON-031602,DNR-07419,2025-11-03,355.92,CMP-0092
DON-031603,DNR-08552,2024-11-10,9122.56,CMP-0002
DON-031604,DNR-00249,2025-05-26,69.84,CMP-0084
DON-031605,DNR-02159,2024-05-09,97.08,CMP-0085
DON-031606,DNR-01525,2025-04-19,86.31,CMP-0070
DON-031607,DNR-04059,2023-09-07,89.21,CMP-0018
DON-031608,DNR-01093,2025-07-26,72.08,CMP-0065
DON-031609,DNR-08203,2021-02-25,386.91,CMP-0079
DON-031610,DNR-04415,2025-01-02,74.69,CMP-0019
DON-031611,DNR-09727,2023-08-18,38.66,CMP-0005
DON-031612,DNR-09608,2025-06-12,362.21,CMP-0068
DON-031613,DNR-07471,2023-12-11,321.16,CMP-0092
DON-031614,DNR-07415,2025-02-02,2168.43,CMP-0071
DON-031615,DNR-00922,2025-04-24,376.38,CMP-0080
DON-031616,DNR-00579,2023-08-05,75.73,CMP-0050
DON-031617,DNR-07097,2024-06-13,92.84,CMP-0066
DON-031618,DNR-05247,2024-12-25,544.1,CMP-0029
DON-031619,DNR-01958,2024-12-31,23.85,CMP-0039
DON-031620,DNR-02320,2023-09-04,19.12,CMP-0044
DON-031621,DNR-03406,2024-02-16,208.68,CMP-0071
DON-031622,DNR-03761,2025-05-18,15.44,CMP-0075
DON-031623,DNR-03426,2025-03-01,51.29,CMP-0034
DON-031624,DNR-03397,2025-12-20,1959.25,CMP-0093
DON-031625,DNR-04482,2025-10-25,70.04,CMP-0099
DON-031626,DNR-00370,2022-08-09,493.84,CMP-0088
DON-031627,DNR-01614,2023-12-26,11.05,CMP-0044
DON-031628,DNR-03726,2024-10-02,52.1,CMP-0068
DON-031629,DNR-00983,2024-01-23,754.63,CMP-0074
DON-031630,DNR-05398,2024-10-02,14.81,CMP-0029
DON-031631,DNR-09325,2025-12-06,65.55,CMP-0015
DON-031632,DNR-09298,2025-05-05,27.26,CMP-0098
DON-031633,DNR-05831,2025-11-12,16.9,CMP-0099
DON-031634,DNR-02966,2025-08-06,2426.11,CMP-0044
DON-031635,DNR-04784,2025-10-31,2063.07,CMP-0087
DON-031636,DNR-01339,2024-03-08,264.16,CMP-0025
DON-031637,DNR-06686,2025-05-10,91.58,CMP-0020
DON-031638,DNR-06741,2025-12-23,1296.08,CMP-0081
DON-031639,DNR-03025,2023-10-31,64.22,CMP-0017
DON-031640,DNR-03591,2023-04-10,113.22,CMP-0020
DON-031641,DNR-09629,2023-06-05,27.15,CMP-0031
DON-031642,DNR-07699,2025-05-09,60.1,CMP-0028
DON-031643,DNR-04106,2025-04-17,33.98,CMP-0046
DON-031644,DNR-01964,2025-08-09,73.75,CMP-0030
DON-031645,DNR-09251,2024-12-29,297.01,CMP-0018
DON-031646,DNR-05284,2025-08-22,484.11,CMP-0062
DON-031647,DNR-08122,2024-01-14,375.87,CMP-0071
DON-031648,DNR-00991,2022-08-07,355.27,CMP-0072
DON-031649,DNR-00673,2025-10-18,11399.89,CMP-0086
DON-031650,DNR-06638,2025-04-22,100.28,CMP-0044
DON-031651,DNR-09569,2023-12-05,485.07,CMP-0022
